SName,Lyric,Artist,Songs,Popularity,Genre,Genres
Queixas (Part. Bruno e Marrone),"Diz que me odeia, que sou o culpado. Que você é certa e eu sou errado. Diz que sou um fraco, que não me deseja. Diz que nada sente nem quando me beija. Diz que não suporta nada do que faço. Diga e se puder saia dos meus braços. Quando estou perto quer que eu vá embora. Quando estou saindo diz que me adora. A gente se queixa, chora e reclama. Lembra dos defeitos, diz que não se ama. Mas no fim de tudo, somos tão carentes. Somos um do outro muito dependentes. A gente se nega, diz tanta besteira. Mais no fim sabemos, é coisa passageira. Nós erramos tanto e nos esquecemos. Que o amor é tudo tudo que queremos",César Menotti e Fabiano,239,3,Sertanejo,Sertanejo
Não Fujo da Raia,"Quem mandou me chamar, agora segura o partido. Hoje eu quero versa ,e ouvir a galera comigo. Vai ter samba a noite inteira ,por isso não saio. daqui. Eu não sou de brincadeira ,eu faço a poeira subi. Eu não fujo da raia ,aceito qualquer desafio. Samba é minha praia ,não tem tempo quente nem frio. Vai ter samba a noite inteira ,por isso não saio. daqui. Eu não sou de brincadeira ,eu faço a poeira subi. Segura a batucada ,que o pagode tá lindo. Firma nessa levada ,que o povo tá pedindo. Mais um samba de roda ,pra alegrar o terreiro. La vem samba de roda ,mete a mão no pandeiro",Arlindo Cruz,201,5.2,Samba,Samba; Pagode; Samba Enredo; Romântico; Axé; Reggae; Velha Guarda; Black Music; Forró; Funk
Nosso Amor,"Nosso amor nasceu no coração de Deus. Foi crescendo sobre sua proteção. Você é o que eu preciso pra alegrar o meu viver. Você foi feita pra mim e eu fui feito pra você. Quero estar sempre ao seu lado. E ser feliz. Eu te amo. E pra sempre vou te amar. Quero te aquecer no inverno. Ser tua sombra no verão. E em alto mar. Ser tua embarcação. Eu louvo a Deus por você. Você é o presente que Ele me deu. A Deus quero agradecer. O que eu queria me aconteceu. Aconteceu o que é melhor pra mim, eu sei. Eu te encontrei e sou feliz. Aconteceu o que é melhor pra minha vida. Minha querida, é você que eu sempre quis",Daniel e Samuel,247,3.2,Sertanejo,Sertanejo; Gospel/Religioso; Romântico; Instrumental; Disco; Country; Clássico; Forró; Axé; Jazz; Infantil; Funk; Chillout; Funk Carioca; Reggae; Pop/Rock; Dance; MPB; Hardcore; Trilha Sonora; Bossa Nova; Black Music; Hip Hop
Manifesto (Feat Emicida e Lenine),"A gente acorda pra vida e não quer sair da cama. A gente abre a ferida na pele de quem nos ama. A gente vive na guerra, a gente luta por paz. A gente pensa que sabe, mas nunca sabe o que faz. A gente nega o que nunca teve forças pra dizer. A gente mostra pro mundo o que se quer esconder. A gente finge que vive até o dia de morrer. E espera a hora da morte pra se arrepender de tudo. E todas essas pessoas que passaram por mim. Alguns querendo dinheiro, outros querendo o meu fim. Os meus amores de infância e os inimigos mortais. Todas as micaretas, todos os funerais. Todos os ditadores e sub-celebridades. Farsantes reais encobertando verdades. Pra proteger um vazio, um castelo de papel. Sempre esquecendo que o mundo é só um ponto azul no céu*. Quem é que vai ouvir a minha oração?. E quantos vão morrer até o final dessa canção?. E quem vai prosseguir com a minha procissão. Sem nunca desistir, nem sucumbir a toda essa pressão?. No escuro, a sós com a minha voz. Por nós, quem? Quem? Quem?. Antes, durante e após, desatando os nós, hein? Hein? Hein?. Sente no corpo uma prisão, correntes, vendas na visão. Os caras não avisam, balas não alisam, minas e manos brisam. E precisam de mais, mais visão, ter paz. Note que o holofote e o vício nele em si te desfaz. Menos é mais, e o que segue é a lombra. Onde se vacilar os verme leva até sua sombra. Cada qual com seu caos. O inferno particular. Tempo, individual. E o amor, impopular. Quem é que vai ouvir a minha oração?. E quantos vão morrer até o final dessa canção?. E quem vai prosseguir com a minha procissão. Sem nunca desistir, nem sucumbir a toda essa pressão?. Só existe uma maneira de se viver para sempre irmão. Que é compartilhando a sabedoria adquirida. E exercitando a gratidão, sempre. É o homem entender que ele é parte do todo. É sobre isso que o manifesto fala. Nem ser menos e nem ser mais, ser parte da natureza, certo. Ao caminhar na contramão disso, a gente caminha. Pra nossa própria destruição",Fresno,142,2.2,Rock,Pop/Rock; Emocore; Rock; Pop/Punk; Hardcore; Piano Rock; Rock Alternativo; Romântico; Post-Rock; Reggae; Hard Rock
Noite Feliz,"Noite feliz, noite feliz. Ó senhor, Deus de amor. Pobrezinho nasceu em Belém. Eis na lapa, Jesus nosso bem. Dorme em paz, ó Jesus. Dorme em paz, ó Jesus. Noite feliz, noite feliz. Eis que no ar vem cantar. Aos pastores os anjos dos céus. Anunciando a chegada de Deus. De Jesus, Salvador!. De Jesus, Salvador!. Noite feliz, noite feliz. Ó senhor, Deus de amor. Pobrezinho nasceu em Belém. Eis na lapa, Jesus nosso bem. Dorme em paz, ó Jesus. Dorme em paz, ó Jesus. Noite feliz, noite feliz. Noite feliz, noite feliz. Eis que no ar vem cantar. Aos pastores os anjos dos céus. Anunciando a chegada de Deus. De Jesus, Salvador!. De Jesus, Salvador!. . |. |. |",Victor e Leo,181,8,Sertanejo,Sertanejo
O Inferno São Os Outros,O que seria da tua beleza. Se eu fechasse os meus olhos pra você. O que adiantaria essa tua ideologia. Se tua própria liberdade se transformasse em opressão. Escute o meu silêncio. Talvez você nem tenha percebido. Que eu te quis também. Se ao menos eu pudesse te mostrar. Que o inferno são os outros. Você não quis me escutar. E o tempo não parou. Vou sair pra ver o sol. Vou mentir e dizer que eu não sou feliz. Vou sair pra ver o sol. Deixo a porta aberta se quiser voltar. Mas saiba que eu também consigo viver só. A solidão que me ensinou a ser mais forte e a qualquer lugar eu vou sem medo. Você não quis escutar. E o tempo não parou. Vou sair pra ver o sol. Vou mentir e dizer que eu não sou feliz. Vou sair pra ver o sol. Vou mentir e dizer que eu não sou feliz.,Detonautas,120,2,Rock,Rock
Balada do Louco,"Dizem que sou louco por pensar assim. Se eu sou muito louco por eu ser feliz. Mas louco é quem me diz. E não é feliz, não é feliz. Se eles são bonitos, sou Alain Delon. Se eles são famosos, sou Napoleão. Mas louco é quem me diz. E não é feliz, não é feliz. Eu juro que é melhor. Não ser o normal. Se eu posso pensar que Deus sou eu. Se eles têm três carros, eu posso voar. Se eles rezam muito, eu já estou no céu. Mas louco é quem me diz. E não é feliz, não é feliz. Eu juro que é melhor. Não ser o normal. Se eu posso pensar que Deus sou eu. Sim sou muito louco, não vou me curar. Já não sou o único que encontrou a paz. Mas louco é quem me diz. E não é feliz, eu sou feliz",KLB,129,2.5,Pop,Pop; Romântico; Pop/Rock; Rock; Trilha Sonora; Instrumental; MPB; Jovem Guarda; Axé; Black Music; Funk; Emocore; Sertanejo; Hard Rock; Dance; Forró; Surf Music; Rock Alternativo; Pagode; Rap; Country; J-Pop/J-Rock; Tecnopop; Electro Swing; Regional; K-Pop/K-Rock; Progressivo; Blues; Heavy Metal; Samba; Reggae; Hip Hop; Indie; House; Gótico; Bossa Nova; Jazz; Pop/Punk; World Music; Velha Guarda; Gospel/Religioso; Infantil; Disco; Funk Carioca; Electronica; Folk
Sozim,"Sou meio lobo solitário, sempre sigo sozinho. Desde pivete eu tenho amigos, mas me sinto sozinho. Meus problemas são meus, vou resolver sozinho. Não sou muleta pros vermes por isso eu sigo sozinho [2x]. Sentindo frio, num eterno vazio. Só quem conhece viu. Como meu olhar é distante, tio. Não sou daqui, não me sinto parte integrante da obra. Eu me vejo como um estranho num ninho de cobra, é foda. Meus pensamento é mais podre que o que resta da feira. Escrevo, gravo na esperança que alguém os queira. Não vou sorrir só pra fazer uma social. Me tornar um verdadeiro falso pros falso isso é real. E essa é a minha maldição. Seguir sozinho na multidão,. com tantas incerteza envenenando o coração. Se é cada qual na sua solidão, eu tô na minha. Vendo os vacilão se perder por não ter o que botar nas linha. Vou como os bandidos que a cidade esconde no beco no certo. Acuado como rato, com medo dos que chega perto. Mas sou eu desconfiado e receoso. Com semblante mau humorado dos inofensivo mais perigoso.... Amuado penso várias bosta. Vários pergunta se eu estou bem, mas poucos se importa com a resposta. Vai aumentando as agonias do morro. Quanto mais eu conheço as pessoas mais eu gosto do meu cachorro. Os oposto não se atrai. Vejo os verso que se trai. Sigo sozinho com os fone, no carro dos meus iguais. Olhando as faixas no asfalto eu penso o seguinte. Pra quem quer viver cem anos eu já tô bem triste com vinte. Fui mandado de volta pra concluir a missão. Não pra virar um derrotado e coleciona frustração. A opção, diminuir o tanto de gente ao redor. Vai ter menos decepção e assim vai ser bem melhor. Sob a luz de mercúrio trampando uns assunto fudido. Se desse pra explicar eu já teria entendido. A confiança é uma mulher ingrata numa orgia. Mas graças a Deus nunca fui de me perder com as vadia.... Sou meio lobo solitário eu sempre sigo sozinho. Desde pivete eu tenho amigos mais me sinto sozinho. Meus problemas são meus, vou resolver sozinho. Não sou muleta pros vermes por isso eu sigo sozinho [2x]. Eu amo e odeio a rua naquela. O bagulho é tipo uma artéria,. Tem várias bactéria nela. Por ela vou de touca com os fone. Solitário e como quem sabe que não tem muito além do próprio nome. A essa hora vários dorme em frente à Tv ligada. De novo vou atravessando a madrugada. Nasceu sozin, vai morrer sozin. Pra crer nisso não custo, pior que me parece justo. Faróis perdidos como olhares cedidos. Iluminam, confundem mas se vão abandonando esquecidos. Deixando ódio, amor, fé, incerteza, vai saber a noite é uma caixinha de surpresa. Cede às ilusão e quem se acha se perde com os loser. É uma vida só pra vários game over. Moscou, desconversou, falhou: Bum!. Mais um final triste pra outra história comum. Seu mano fica tetraplégico por causa de um arrombado. Que esqueceu o quanto é nocivo dirigir embriagado. E agora resta sussurrar que é foda com o olhar distante. Inerte numa cadeira de rodas. Pra sempre sem saída, tio. Vivo intensamente por saber que noites são curtas como vida. Como sonho ou pesadelo soturnos. Aliás, falando nisso, aí, faz mó cara que eu não durmo",Emicida,150,9.6,Hip Hop,Hip Hop; Rap; Black Music; Pop; Reggae; MPB; Electronica; Sertanejo; Piano Rock; Infantil; Trance; Samba; Country; House; Gospel/Religioso; Blues; Funk Carioca; Axé; R&B
Vital e Sua Moto,"Vital andava a pé e achava que assim estava mal. De um ônibus pro outro aquilo para ele era o fim. Conselho de seu pai: Motocicleta é perigoso, Vital. É duro de negar, filho, mas isto dói bem mais em mim. Mas Vital comprou a moto e passou a se sentir total, sentir total. Vital e sua moto, mas que união feliz. Corria e viajava, era sensacional. A vida em duas rodas era tudo que ele sempre quis. Vital passou a se sentir total. Com seu sonho de metal. Vital passou a se sentir total. Com seu sonho de metal. Vital passou a se sentir total. Com seu sonho de metal. Vital passou a se sentir total. Com seu sonho de metal. Os Paralamas do Sucesso iam tentar tocar na capital, na capital. E o Biquini Cavadão então pra lá também se encaminhou. Ele foi com sua moto, ir de carro era baixo astral. Minha prima já tá lá e é por isso que eu também vou",Biquini Cavadão,162,3.4,Rock,Rock; Pop/Rock; Romântico; Punk Rock; New Wave; Pós-Punk; Indie; MPB
O Brasil Vai Ensinar O Mundo,"No mundo inteiro há tragédias. E o planeta tá morrendo. O desespero dos africanos. A culpa dos americanos. O Brasil vai ensinar o mundo. A convivência entre as raças. Preto, branco, judeu, palestino. Porque aqui não tem rancor. E há um jeitinho pra tudo. E há um jeitinho pra tudo. Há um jeitinho pra tudo. O Brasil vai ensinar ao mundo. A arte de viver sem guerra. E, apesar de tudo, ser alegre. Respeitar o seu irmão. O Brasil tem que aprender com o mundo. E o Brasil vai ensinar ao mundo. O mundo vai aprender com o Brasil. O Brasil tem que aprender com o mundo. A ser menos preguiçoso. A respeitar as leis. Eles têm que aprender a ser alegres. E a conversar mais com Deus...",Cazuza,123,9.6,Rock,Pop/Rock; MPB; Rock; Romântico; Rock Alternativo; Pop; Black Music; Country; Gospel/Religioso; Electronica; Punk Rock; Blues
Ninguém É de Ferro,"Hoje eu tenho certeza: se beber, dou trabalho. Vou pra cima da mesa. Me segura, que eu caio no chão. Tá doendo demais esse meu coração. É que a saudade hoje veio de galera. E trouxe o cheiro e gosto da boca dela. Tá facinho d'eu fazer uma besteira. Tem um litro e um copo vazio e um celular dando bobeira. Ninguém é de ferro. Chorar não paga imposto e nem faz mal pra saúde. Tô no fundo do poço e bebo de guti guti. Mas uma coisa é certa: se eu ligar, dá merda. Ninguém é de ferro. Chorar não paga imposto e nem faz mal pra saúde. Tô no fundo do poço e bebo de guti guti. Mas uma coisa é certa: se eu ligar, dá merda. Se eu ligar pra ela. Estrago a minha vida ou a vida dela. É que a saudade hoje veio de galera. E trouxe o cheiro e gosto da boca dele. Tá facinho d'eu fazer uma besteira. Tem um litro e um copo vazio e um celular dando bobeira. Ninguém é de ferro. Chorar não paga imposto e nem faz mal pra saúde. Tô no fundo do poço, bebo de guti guti. Mas uma coisa é certa: se eu ligar, dá merda. Ninguém é de ferro. Chorar não paga imposto e nem faz mal pra saúde. Tô no fundo do poço, bebo de guti guti. Mas uma coisa é certa: se eu ligar, dá merda. Se eu ligar pra ele. Estrago a minha vida ou a vida dele. E se eu ligar pra ela?. Estraga a sua vida ou a vida dele",Marília Mendonça,82,36.2,Sertanejo,Sertanejo; Forró; Funk; Romântico; Funk Carioca; Country; Axé; MPB; Electro Swing; Black Music; Bossa Nova; Rock; Pop; Rap; Electronica; Gospel/Religioso; Samba; House; Trilha Sonora; Dance; Industrial; World Music; Músicas Gaúchas; Blues; Pop/Rock; Disco; Samba Enredo; Reggae; Ska; Regional; K-Pop/K-Rock; Trip-Hop; Reggaeton
Tudo que você podia ser,"Com o sol e chuva você sonhava. Que ia ser melhor depois. Você queria ser o grande herói das estradas. Tudo que você queria ser. Sei um segredo. Você tem medo, só pensa agora em voltar. Não fala mais na bota e no anel de zapata. Tudo que você devia ser, sem medo!. E não se lembra mais de mim. Você não quis deixar que eu falasse de tudo. Tudo que você podia ser, na estrada. Ah! Sol e chuva na sua estrada. Mas não importa, não faz mal. Você ainda pensa e é melhor do que nada. Tudo que você consegue ser, ou nada!. Mas não importa, não faz mal. Você ainda pensa e é melhor que nada. Tudo que você consegue ser, ou nada!",Roupa Nova,249,12.8,Pop,MPB; Romântico; Pop; Trilha Sonora; Pop/Rock; Clássico; Jovem Guarda; Rock; Axé; Sertanejo; Dance; Gospel/Religioso; Black Music; Bossa Nova; Pagode; Velha Guarda; Instrumental; Forró; Jazz; Blues; Folk; Gótico; Funk; Hip Hop; Rock Alternativo; Samba Enredo; Funk Carioca; Emocore; Hard Rock; J-Pop/J-Rock; Grunge; Indie; Músicas Gaúchas; Soft Rock; Country; Reggae; Pop/Punk; Heavy Metal; World Music; Rap; Progressivo; New Wave; Ska; New Age; Electronica; Infantil; Disco; Samba
Corpo E Alma,"Quando eu era assim. Bem menor. Não tive a fim, sei lá. De pensar em nós. Agora eu sei e entendo melhor. Vidente eu li no céu. Vai por mim, somos corpo e alma. Meu irmão, meu par. Quando a solidão. Se enredar em ti. E o coração dançar. Conta comigo. Eu quero estar, viu. A teu lado. E haja o que houver. Junto a ti, feito corpo e alma. Meu irmão, meu par. Sei que a vida vai aprontar. E o que vier, azar. A dois é fácil segurar. Se Deus deixar, viu. Meu amigo. Vou sempre estar aqui. Junto a ti, feito corpo e alma. Meu irmão, meu par",Kleiton e Kledir,78,1.1,Pop,MPB; Pop; Regional; Jovem Guarda; Bossa Nova; Clássico; Gospel/Religioso; Músicas Gaúchas; Funk; Dance
Mordida Beijo e Tapa,"Quase que acaba tudo. Quase que o nosso amor. Escorre pelo ralo. Ah! Se eu não falo. Que a raiva tem explicação. Que ela é quase metade. De um coração apaixonado. Do que sobra é um terço, é ciúme. E o resto é amor que você não assume. Já que é assim. Pego minhas roupas. Vou juntando os trapos. Se me pega no braço, e aí.... Eu fiz amor, não fiz a mala. Uma briguinha de nada. Era o que a gente precisava. Eu fiz amor, não fiz a mala. Descontei toda a nossa raiva. Em mordida, beijo e tapa. Eu fiz amor. Não fiz a mala!",Naiara Azevedo,95,3.4,Sertanejo,Romântico; Country; Sertanejo; Rock
Siga O Ara,Vem se requebrar. No balancê. Ao som do Ara. Só vai dar eu e você. Canto essa canção. Pra invadir seu coração. Siga o Ara Ketu também. Chega mais pra se dar bem. (Tão bem). Vem se requebrar. No balancê. Ao som do Ara. Só vai dar eu e você. Um amor tão lindo. Nasce de uma paixão. Foi o teu olhar. Que balançou meu coração. (Então vem). Vem se requebrar. No balancê. Ao som do Ara. Só vai dar eu e você,Ara Ketu,133,1.7,Pop,Pop
Um Pouco de Amor,"(Rasta rootsme again so come listen to one. me and this is my plain, no this is a message. from the alluland). Hoje é um dia daqueles. Em que olho para o céu. Na esperança de entender porque estou. De vez em quando longe e de vez em quando perto. umas vezes subir e outras cair vou. e quando você chega não respondo por meus atos. sinto um tremor. te odiando e te amando do princípio ao fim. buscando um pouco de amor. (rockit out and rockit in. from Dublin to Babylon). Buscando um pouco de amor. (jumpit out and jumpit in. from Kingston to Providence Land). Buscando um pouco de amor. Têm horas nessa vida em que não há mais saída. E se vê que a cortina fechou. Difícil é a descida. do vulcão que cospe lava. é melhor ficar em cima meu amor. Te quero de verdade. Não é mais segredo vem sem medo. Que eu estou. Morrendo de saudade e somente peço amor. Só espero um pouco de amor. (you gotta rockit out and rockit in. oh yeah. from Dublin to Babylon). Buscando um pouco de amor. (the jumpit out and jumpit in. from Brasilia to Medellín). Buscando um pouco de amor. (From Alluland to Panama. buscando um pouco de amor)",Shakira,185,33.5,Pop,Pop; Pop/Rock; Dance; Romântico; Axé; Funk; Black Music; Rock Alternativo; Rock; Reggaeton; Hip Hop; Country; Disco; Sertanejo; R&B; Tecnopop; J-Pop/J-Rock; Pop/Punk; Blues; Reggae; Forró; Clássico; Funk Carioca; Pagode; Samba; Infantil; Hard Rock; Jazz; Grunge; Trip-Hop; Surf Music; Regional; Heavy Metal; Gospel/Religioso; Psicodelia; Trance; Ska; Bossa Nova; Gótico; Emocore; Fado; Hardcore; Velha Guarda; New Age; Instrumental; MPB; Soul Music; Folk; Indie; Chillout; K-Pop/K-Rock; Soft Rock; Pós-Punk; Punk Rock; Samba Enredo; Post-Rock; Industrial; Progressivo; Rap; Jovem Guarda
O Suburbano,Láia Láia!. Láia Láia!. Láia Láia! Láia Láia! Láia Láia! 2X. O SUBURBANO QUE JÁ NASCE POBRETÃO. QUE SE GUIA COM AS PROMESSAS DO PARTIDO DA ILUSÃO 2X(REFRÃO). êêê... GENTE BOA SE LEMBRA DE MIM ?. SOU FILHO DO SEU MORGADO DONO DAQULE BOTIQUIM. ONDE TEU PAI BEBIA FIADO VE SE TU LEMBRA DE MIM. EU SOU O MORGADO FILHO E JUNTOS FOMOS CRIADOS. VAI DIZER QUE NÃO SE LEMBRA DO FILHO DO SEU MORGADO. VAI DIZER QUE NÃO SE LEMBRA DO FILHO DO SEU MORGADO!. MAS MUDANDO DE CONVERSA. VAMOS AO QUE INTERESSA. NESSE PAPO INFORMAL. NINGUÉM MELHOR QUE VOCÊ POR FAVOR NÃO LEVE A MAL. PARA TRABALHAR COMIGO SER MEU CABO ELEITORAL. É QUE ESTE SEU AMIGO VAI SER DEPUTADO ESTADUAL!. (REFRÃO).... E QUANDO ELEITO EU FOR VAIS PASSAR A FILÉ MIGNON. OS BURACOS DESSA RUA COM ASFALTO VOU TAPAR. LUZ DE CARNIOM NA PRAÇA VOU MANDAR BOTAR. O MORGADO FOI ELEITO E AGORA É EXCELÊNCIA. NÃO SE ENCONTRA O DANADO NEM MARCANDO AUDIÊNCIA. NÃO SE ENCONTRA O DANADO NEM MARCANDO AUDIÊNCIA!. (REFRÃO). O MORGADO FOI ELEITO E AGORA É EXCELÊNCIA. NÃO SE ENCONTRA O DANADO NEM MARCANDO AUDIÊNCIA. NÃO SE ENCONTRA O DANADO NEM MARCANDO AUDIÊNCIA!. . (REFRÃO),Almir Guineto,66,1.2,Samba,Samba; Pagode; Velha Guarda; Axé; Dance; MPB
Eu Já Sabia,"Segura aí.... Mas sem mancada na missão escuta!. Geração cifrão só puta!. Sem ficção os amigo num atura vacilão!. Tô só marcando a viatura registrando a vida dura te xingando nas alturas então sai fora irmão!. Irmão!? se assim eu posso dizer! espaço na sola da bota. Que eu guardei pra você!. Mas que que eu posso fazer?. Se com meu olho baixo já não acho motivos pra ter que te aturar! neguim!. Chega pra lá!. Que eu não vejo a hora do fim desse blá blá blá!. Ixquidiguindim ixcundágundá mas já tá bom pra mim pra mim já dá!. Valeu!... vai pega e se adianta é tanta ideia torta corta o efeito da planta!. Passa pela porta e vê se nem manda notícia que se não o nosso. Assunto vira caso de polícia!. Perícia!. Eu já sabia!. Que ia terminar assim!. Se o tempo ficou ruim!... É difícil de clarear! clarear!. Que o moleque é foda isso é mau de família!. Seu dark tá orgulhoso seu dark tá orgulhoso!. Porque a gente planta amor pra colher no dia a dia. Problema a gente resolve pra não ficar de ingrisia!. O mundo nunca deu mole pra mim. O que é meu é meu e é fato aqui não tem tempo ruim.... Ele disse: Cash Rules Everything Around Me (C.R.E.A.M.). Não... Quem disse que precisa ser assim. É por que o tempo fechou e você é bola da vez!. Ele já disse o blá blá fica por conta de vocês!. Fica por conta de vocês neguim!. Vai botando a cara. Porque é a bola da vez aí é que vagabundo fala! (E fala, hein!). Fala muito mas pouco faz !. Não gasta meu tempo porque ele não volta atrás!. Que bater de frente ""cê"" vai ter que crescer!. Minha família respira rap antes mesmo de você nascer!. Eu já sabia!. Que ia terminar assim!. Se o tempo ficou ruim!... É difícil de clarear!clarear!",Marcelo D2,115,4.6,Samba,Hip Hop; Rap; Samba; Rock; Black Music; Reggae; Funk; Folk; Gospel/Religioso; Forró; Sertanejo; Pagode
Cada Qual Tem Seu Valor,"O silêncio é meu amigo. A saudade é minha amada. Minha casa é o mundo. Minha vida é nas estradas. Minha cama sem colchão. Minhas noites mal sonhadas. Também sou filho de deus. Mas o mundo me escolheu. Pra fazer parte do nada.... Quem ganhou tudo o que dei. mora em um reinado em flor. Tem carinho e afeto. E um verdadeiro amor. Dorme em colchão de mola. Como um anjo encantador... Mas como diz o ditado. Seja certo ou errado. Cada qual tem seu valor. Cada qual vale o que tem. Quem não tem, não vale nada. Não sei se eu estou certo. Ou se a vida é errada. Quem planta mudas de rosas. Colhe rosas perfumadas. Plantei flores em meu caminho. Hoje colho os espinhos. Pra ferir minha jornada..",Zezé Di Camargo e Luciano,444,36.7,Sertanejo,Sertanejo; Romântico; Country; Forró; Axé; Dance; Regional; Folk; Gospel/Religioso; Samba; Pop; Clássico; Gótico; Velha Guarda; Disco; MPB; Rock; Classic Rock; Trilha Sonora; Soft Rock; Reggae; Bossa Nova; Funk Carioca; Pop/Rock; Instrumental; New Age; Black Music; Funk
Saideira (Feat. Samuel Rosa),"Tem um lugar diferente. Lá depois da saideira. Quem é de beijo, beija. Quem é de luta, capoeira. Tem um lugar diferente. Lá depois da saideira. Tem homem que vira macaco. E mulher que vira freira. Comandante! Capitão! Tio! Brother! Camarada!. Chefia! Amigão!. Desce mais uma rodada. Comandante! Capitão! Tio! Brother! Camarada!. Chefia! Amigão!. Desce mais uma rodada. Desce mais. Desce mais. Tem um lugar diferente. Lá depois da saideira. Tem bandeira que recolhe. Tem bandeira que hasteia. Tem um lugar diferente. Lá depois da saideira. É tomando uma gelada. Que se cura a bebedeira. Comandante! Capitão! Tio! Brother! Camarada!. Chefia! Amigão!. Desce mais uma rodada. Comandante! Capitão! Tio! Brother! Camarada!. Chefia! Amigão!. Desce mais uma rodada. Tem um lugar diferente. Lá depois da saideira. Quem é de beijo, beija. Quem é de luta, capoeira. Tem um lugar diferente. Lá depois da saideira. Tem homem que vira macaco. Tem mulher que vira freira. Comandante! Capitão! Tio! Brother! Camarada!. Chefia! Amigão!. Desce mais uma rodada. Comandante! Capitão! Tio! Brother! Camarada!. Chefia! Amigão!. Desce mais uma rodada. Comandante! Capitão! Tio! Brother! Camarada!. Chefia! Amigão!. Desce mais uma rodada. Comandante! Capitão! Tio! Brother! Camarada!. Chefia! Amigão!. Desce mais uma rodada. Desce mais. Desce mais",Santana,259,1.9,Rock,Rock; Instrumental; Pop/Rock; Bossa Nova; Electronica; Psicodelia; Forró; Blues
Alma de Pipa,"Disse que tudo mudou. Que o rolê todo mudou. Disse que agora mudou. Que é outro mundo e mudou. Agora ela tem alma de Pipa avoada. E coração de margueríta gelada. Corpo de Patrícia, mente da quebrada. Um dia foi amada mas não adiantou nada. Descreve ser feliz, mas com outro gosto. A melhor maquiagem é o sorriso no rosto. E ela vai com o seu jeito, que ninguém entende. Mas deseja tê-la, mas almeja tê-la. Exibe esse batom, vem cá! Deixa eu ver. Que eu vou aumentar esse som, e deixa te envolver. Ela namora a lucidez, e mais uma vez. Tá louca na rua, tá solta na rua e sem nome. Sem endereço e sem telefone. Sem sono, sem compromisso. E amanhã é mais um dia de combo. Tudo mudou ela disse que coração não tem dono. E te deixa triste é preciso bem mais que abandono. Porque?. Agora ela tem alma de Pipa avoada. E coração de margueríta gelada. Corpo de Patrícia, mente da quebrada. Um dia foi amada mas não adiantou nada. Descreve ser feliz, mas com outro gosto. A melhor maquiagem é o sorriso no rosto. E ela vai com o seu jeito, que ninguém entende. Mas deseja tê-la, mas almeja tê-la. Uoô. No celular retocando o batom, vendo mensagens que acabou de ler. Uoô. Pegou whisk e foi sem direção com aquele jeito, que ela sabe ter. E prefere ficar só, mas não sem ninguém. Disse que o amor já foi melhor, hoje melhor é viver bem. Agora ela tem alma de Pipa avoada. E coração de margueríta gelada. Corpo de Patrícia, mente da quebrada. Um dia foi amada mas não adiantou nada. Descreve ser feliz, mas com outro gosto. A melhor maquiagem é o sorriso no rosto. E ela vai com o seu jeito, que ninguém entende. Mas deseja tê-la, mas almeja tê-la. Agora ela tem alma de pipa avoada!",Tribo da Periferia,112,10.8,Hip Hop,Hip Hop; Rap; Funk; Black Music; Axé; Reggae; Funk Carioca; Trip-Hop; Blues; Romântico; Pop/Rock; Country; Hardcore; Rockabilly; Pós-Punk; Electronica; Pop; Dance; Sertanejo
Se Eu Pudesse,"E ai tá tudo bem. Vou levando aqui também. Como é bom te escutar. Nem que seja só ola. Quanto tempo faz nem sei. 10 Anos ou mais talvez. Lembro de você falar. Que queria se mudar. E pelo jeito foi, eu vi. Que conheceu alguém, eu sei. Que tá feliz e vai casar. Do jeito que você sonhou. E eu nem posso ter saudade. Respeito sua felicidade. Se eu pudesse controlar o tempo. Eu faria tudo diferente. Mudaria esse nosso fim. Não teria te deixado ir. Se eu pudesse controlar o tempo. Pausaria naquele momento com você aqui. E ai tá tudo bem. Vou levando aqui também. Como é bom te escutar. Nem que seja só ola. Tanto tempo faz nem sei. 10 Anos ou mais talvez. Lembro de você falar. Que queria se mudar. E pelo jeito foi, eu vi. Que conheceu alguém, eu sei. Que tá feliz e vai casar. Do jeito que você sonhou. E eu nem posso ter saudade. Respeito sua felicidade. Se eu pudesse controlar o tempo. Eu faria tudo diferente. Mudaria esse nosso fim. Não teria te deixado ir. Se eu pudesse controlar o tempo. Pausaria naquele momento com você aqui",Turma do Pagode,182,11.7,Samba,Romântico; Pagode; Samba; Sertanejo; Funk Carioca; Instrumental; Forró; Black Music; Axé; Funk; Fado; R&B; Pop/Punk; Blues; Gospel/Religioso; Electronica; Reggae; Rap; Emocore
